"fare_id","price","currency_type","payment_method","transfers","transfer_duration"
"43700_4251_1_330","330","JPY","0","0",
"10200_1036_1_360","360","JPY","0","0",
"10400_1041_1_170","170","JPY","0","0",
"10500_1053_1_350","350","JPY","0","0",
"42400_4242_1_380","380","JPY","0","0",
"10200_1021_1_190","190","JPY","0","0",
"30300_3034_1_240","240","JPY","0","0",
"42400_4242_1_410","410","JPY","0","0",
"20300_2133_1_340","340","JPY","0","0",
"10800_1090_1_180","180","JPY","0","0",
"41200_4264_1_170","170","JPY","0","0",
"30000_3052_1_280","280","JPY","0","0",
"20300_2139_1_320","320","JPY","0","0",
"42600_4262_1_340","340","JPY","0","0",
"10200_1032_1_200","200","JPY","0","0",
"30600_3064_1_180","180","JPY","0","0",
"30700_3070_1_180","180","JPY","0","0",
"10800_1090_1_370","370","JPY","0","0",
"10700_1077_1_160","160","JPY","0","0",
"20300_2035_1_190","190","JPY","0","0",
"30300_3234_1_160","160","JPY","0","0",
"43700_4252_1_330","330","JPY","0","0",
"43900_4231_1_300","300","JPY","0","0",
"10500_1052_1_250","250","JPY","0","0",
"10500_1054_1_350","350","JPY","0","0",
"43800_4386_1_160","160","JPY","0","0",
"43800_4211_1_190","190","JPY","0","0",
"43600_4362_1_210","210","JPY","0","0",
"20400_2042_1_220","220","JPY","0","0",
"30100_3012_1_190","190","JPY","0","0",
"43800_4381_1_360","360","JPY","0","0",
"10200_1022_1_290","290","JPY","0","0",
"10800_4030_1_190","190","JPY","0","0",
"220100_2015_1_180","180","JPY","0","0",
"30400_3041_1_160","160","JPY","0","0",
"10400_1046_1_240","240","JPY","0","0",
"10200_1027_1_360","360","JPY","0","0",
"30800_3086_1_240","240","JPY","0","0",
"10200_1026_1_210","210","JPY","0","0",
"30700_3071_1_160","160","JPY","0","0",
"41200_4202_1_330","330","JPY","0","0",
"43900_4232_1_360","360","JPY","0","0",
"43800_4072_1_200","200","JPY","0","0",
"30800_3084_1_290","290","JPY","0","0",
"20300_2036_1_240","240","JPY","0","0",
"10800_4041_1_450","450","JPY","0","0",
"30600_3063_1_240","240","JPY","0","0",
"43700_4252_1_340","340","JPY","0","0",
"43800_4411_1_450","450","JPY","0","0",
"30300_3337_1_160","160","JPY","0","0",
"10800_1083_1_420","420","JPY","0","0",
"10800_1090_1_210","210","JPY","0","0",
"42600_4262_1_330","330","JPY","0","0",
"20300_2139_1_160","160","JPY","0","0",
"42000_4204_1_220","220","JPY","0","0",
"20400_2145_1_190","190","JPY","0","0",
"30300_3033_1_240","240","JPY","0","0",
"20300_2133_1_330","330","JPY","0","0",
"41200_4263_1_240","240","JPY","0","0",
"10800_1084_1_310","310","JPY","0","0",
"10400_1042_1_240","240","JPY","0","0",
"10100_1013_1_170","170","JPY","0","0",
"43700_4251_1_340","340","JPY","0","0",
"43800_4212_1_450","450","JPY","0","0",
"10700_1079_1_300","300","JPY","0","0",
"30700_3070_1_210","210","JPY","0","0",
"20400_2048_1_200","200","JPY","0","0",
"10001_2027_1_250","250","JPY","0","0",
"30600_3064_1_210","210","JPY","0","0",
"43600_42410_1_190","190","JPY","0","0",
"20300_2034_1_190","190","JPY","0","0",
"10100_1014_1_320","320","JPY","0","0",
"41200_4201_1_300","300","JPY","0","0",
"330300_3232_1_240","240","JPY","0","0",
"42600_4268_1_250","250","JPY","0","0",
"30000_3054_1_320","320","JPY","0","0",
"20100_2083_1_200","200","JPY","0","0",
"42000_4204_1_360","360","JPY","0","0",
"20300_2135_1_410","410","JPY","0","0",
"10150_1015_1_180","180","JPY","0","0",
"20300_2058_1_390","390","JPY","0","0",
"330000_3001_1_180","180","JPY","0","0",
"10200_1026_1_190","190","JPY","0","0",
"10800_1089_1_340","340","JPY","0","0",
"10800_1088_1_250","250","JPY","0","0",
"10200_1022_1_260","260","JPY","0","0",
"43800_4386_1_310","310","JPY","0","0",
"10150_1015_1_370","370","JPY","0","0",
"20500_2092_1_160","160","JPY","0","0",
"10800_1092_1_220","220","JPY","0","0",
"20300_2056_1_410","410","JPY","0","0",
"10800_4030_1_210","210","JPY","0","0",
"30800_3084_1_260","260","JPY","0","0",
"43600_42420_1_320","320","JPY","0","0",
"10010_2022_1_200","200","JPY","0","0",
"43600_4362_1_190","190","JPY","0","0",
"43800_4211_1_210","210","JPY","0","0",
"10200_1021_1_370","370","JPY","0","0",
"43600_42410_1_210","210","JPY","0","0",
"20300_2034_1_210","210","JPY","0","0",
"20300_2139_1_310","310","JPY","0","0",
"43800_4412_1_200","200","JPY","0","0",
"10800_1085_1_300","300","JPY","0","0",
"20300_2137_1_230","230","JPY","0","0",
"30600_3064_1_190","190","JPY","0","0",
"10700_1074_1_220","220","JPY","0","0",
"20300_2035_1_180","180","JPY","0","0",
"42400_4265_1_420","420","JPY","0","0",
"43800_4381_1_220","220","JPY","0","0",
"20400_2042_1_360","360","JPY","0","0",
"11200_1062_1_370","370","JPY","0","0",
"30600_3063_1_510","510","JPY","0","0",
"30300_3231_1_160","160","JPY","0","0",
"20400_2145_1_210","210","JPY","0","0",
"10200_1025_1_410","410","JPY","0","0",
"20400_2148_1_250","250","JPY","0","0",
"30100_3016_1_170","170","JPY","0","0",
"43700_4371_1_170","170","JPY","0","0",
"20400_2149_1_260","260","JPY","0","0",
"20300_2035_1_370","370","JPY","0","0",
"42600_4267_1_410","410","JPY","0","0",
"10800_1090_1_190","190","JPY","0","0",
"10500_1051_1_250","250","JPY","0","0",
"43900_4232_1_220","220","JPY","0","0",
"42600_4267_1_380","380","JPY","0","0",
"10100_1011_1_230","230","JPY","0","0",
"10200_1021_1_180","180","JPY","0","0",
"10800_4043_1_400","400","JPY","0","0",
"10001_1007_1_160","160","JPY","0","0",
"10200_1027_1_220","220","JPY","0","0",
"10800_1084_1_160","160","JPY","0","0",
"10700_1070_1_220","220","JPY","0","0",
"10400_1043_1_180","180","JPY","0","0",
"11200_1062_1_180","180","JPY","0","0",
"30600_3059_1_400","400","JPY","0","0",
"30600_3063_1_640","640","JPY","0","0",
"41200_4202_1_410","410","JPY","0","0",
"41200_4202_1_380","380","JPY","0","0",
"20300_2036_1_250","250","JPY","0","0",
"41200_4264_1_200","200","JPY","0","0",
"42600_4068_1_300","300","JPY","0","0",
"30800_3084_1_230","230","JPY","0","0",
"43800_4386_1_210","210","JPY","0","0",
"10400_1041_1_200","200","JPY","0","0",
"43600_4362_1_160","160","JPY","0","0",
"30100_3011_1_280","280","JPY","0","0",
"10200_1022_1_230","230","JPY","0","0",
"10200_1032_1_170","170","JPY","0","0",
"42400_4266_1_400","400","JPY","0","0",
"10400_1046_1_250","250","JPY","0","0",
"10200_1026_1_160","160","JPY","0","0",
"30700_3071_1_210","210","JPY","0","0",
"220100_2015_1_320","320","JPY","0","0",
"43800_4382_1_300","300","JPY","0","0",
"30200_3022_1_160","160","JPY","0","0",
"43800_4211_1_310","310","JPY","0","0",
"43900_4025_1_360","360","JPY","0","0",
"43600_42410_1_310","310","JPY","0","0",
"20300_2034_1_310","310","JPY","0","0",
"20300_2139_1_210","210","JPY","0","0",
"10800_1090_1_160","160","JPY","0","0",
"43900_4231_1_360","360","JPY","0","0",
"20400_2243_1_200","200","JPY","0","0",
"10001_2027_1_240","240","JPY","0","0",
"20400_2049_1_250","250","JPY","0","0",
"30600_3060_1_340","340","JPY","0","0",
"10800_1086_1_430","430","JPY","0","0",
"42400_4242_1_340","340","JPY","0","0",
"20300_2133_1_410","410","JPY","0","0",
"10100_1011_1_260","260","JPY","0","0",
"41200_4263_1_250","250","JPY","0","0",
"10400_1042_1_250","250","JPY","0","0",
"20400_2149_1_230","230","JPY","0","0",
"330300_3340_1_240","240","JPY","0","0",
"10100_1014_1_180","180","JPY","0","0",
"10800_1084_1_190","190","JPY","0","0",
"30300_3431_1_170","170","JPY","0","0",
"42600_4262_1_380","380","JPY","0","0",
"10200_1036_1_300","300","JPY","0","0",
"11200_1061_1_200","200","JPY","0","0",
"10700_1077_1_180","180","JPY","0","0",
"30600_3064_1_160","160","JPY","0","0",
"330300_3432_1_240","240","JPY","0","0",
"30700_3070_1_160","160","JPY","0","0",
"42600_4262_1_410","410","JPY","0","0",
"20300_2137_1_260","260","JPY","0","0",
"30600_3063_1_250","250","JPY","0","0",
"10100_1014_1_370","370","JPY","0","0",
"30300_3231_1_190","190","JPY","0","0",
"43600_4362_1_310","310","JPY","0","0",
"43600_4361_1_340","340","JPY","0","0",
"43800_4411_1_400","400","JPY","0","0",
"43600_42420_1_180","180","JPY","0","0",
"30500_3057_1_200","200","JPY","0","0",
"20300_2037_1_280","280","JPY","0","0",
"10200_1035_1_360","360","JPY","0","0",
"10800_4041_1_400","400","JPY","0","0",
"43900_4231_1_220","220","JPY","0","0",
"20300_2056_1_330","330","JPY","0","0",
"30000_3054_1_180","180","JPY","0","0",
"43800_4211_1_160","160","JPY","0","0",
"43800_4386_1_190","190","JPY","0","0",
"43700_4388_1_300","300","JPY","0","0",
"43800_4212_1_400","400","JPY","0","0",
"10150_1015_1_320","320","JPY","0","0",
"10200_1026_1_310","310","JPY","0","0",
"10800_4042_1_200","200","JPY","0","0",
"30100_3012_1_160","160","JPY","0","0",
"20300_2058_1_280","280","JPY","0","0",
"42600_4262_1_490","490","JPY","0","0",
"42600_4268_1_240","240","JPY","0","0",
"10600_1066_1_170","170","JPY","0","0",
"30400_3041_1_190","190","JPY","0","0",
"10800_4030_1_160","160","JPY","0","0",
"220100_2019_1_220","220","JPY","0","0",
"20500_2091_1_160","160","JPY","0","0",
"330500_3058_1_400","400","JPY","0","0",
"20100_2014_1_170","170","JPY","0","0",
"20300_2135_1_330","330","JPY","0","0",
"10006_2010_1_230","230","JPY","0","0",
"43900_4391_1_340","340","JPY","0","0",
"30300_3330_1_230","230","JPY","0","0",
"43800_14026_1_200","200","JPY","0","0",
"20300_2156_1_170","170","JPY","0","0",
"10200_1021_1_320","320","JPY","0","0",
"42600_4267_1_330","330","JPY","0","0",
"10400_1044_1_300","300","JPY","0","0",
"10500_1051_1_240","240","JPY","0","0",
"11200_1062_1_320","320","JPY","0","0",
"20300_2034_1_160","160","JPY","0","0",
"43600_42410_1_160","160","JPY","0","0",
"10400_1043_1_320","320","JPY","0","0",
"10800_1090_1_310","310","JPY","0","0",
"10800_1084_1_210","210","JPY","0","0",
"10001_1007_1_210","210","JPY","0","0",
"43900_4025_1_220","220","JPY","0","0",
"10200_1025_1_330","330","JPY","0","0",
"20300_2035_1_320","320","JPY","0","0",
"30600_3064_1_310","310","JPY","0","0",
"20400_2244_1_170","170","JPY","0","0",
"20300_2139_1_190","190","JPY","0","0",
"43900_4391_1_330","330","JPY","0","0",
"20300_2135_1_340","340","JPY","0","0",
"42400_4265_1_280","280","JPY","0","0",
"20400_2245_1_260","260","JPY","0","0",
"20400_2141_1_220","220","JPY","0","0",
"43800_4412_1_170","170","JPY","0","0",
"10800_4030_1_320","320","JPY","0","0",
"43600_42420_1_210","210","JPY","0","0",
"330000_3001_1_160","160","JPY","0","0",
"10800_1089_1_380","380","JPY","0","0",
"10150_1015_1_160","160","JPY","0","0",
"41200_4201_1_220","220","JPY","0","0",
"220100_2015_1_310","310","JPY","0","0",
"10700_1079_1_220","220","JPY","0","0",
"10800_1089_1_410","410","JPY","0","0",
"30000_3051_1_280","280","JPY","0","0",
"43800_4211_1_320","320","JPY","0","0",
"20300_2056_1_340","340","JPY","0","0",
"30000_3054_1_210","210","JPY","0","0",
"30100_3016_1_200","200","JPY","0","0",
"43700_4371_1_200","200","JPY","0","0",
"10800_1086_1_240","240","JPY","0","0",
"43800_14026_1_350","350","JPY","0","0",
"43600_4361_1_330","330","JPY","0","0",
"10800_4042_1_460","460","JPY","0","0",
"20300_2131_1_230","230","JPY","0","0",
"20100_2018_1_220","220","JPY","0","0",
"43900_4392_1_390","390","JPY","0","0",
"20100_2083_1_170","170","JPY","0","0",
"10800_1084_1_370","370","JPY","0","0",
"10001_2028_1_250","250","JPY","0","0",
"10700_1077_1_190","190","JPY","0","0",
"20300_2035_1_160","160","JPY","0","0",
"30300_3234_1_190","190","JPY","0","0",
"10600_1069_1_210","210","JPY","0","0",
"10800_4042_1_350","350","JPY","0","0",
"43700_4372_1_450","450","JPY","0","0",
"10400_1043_1_160","160","JPY","0","0",
"330200_3222_1_160","160","JPY","0","0",
"11200_1062_1_160","160","JPY","0","0",
"20300_2034_1_320","320","JPY","0","0",
"43600_42410_1_320","320","JPY","0","0",
"10150_1016_1_250","250","JPY","0","0",
"10800_1084_1_180","180","JPY","0","0",
"10100_1014_1_190","190","JPY","0","0",
"42600_4267_1_340","340","JPY","0","0",
"20400_2246_1_230","230","JPY","0","0",
"20100_2016_1_330","330","JPY","0","0",
"10200_1021_1_160","160","JPY","0","0",
"30800_3081_1_240","240","JPY","0","0",
"30300_3333_1_220","220","JPY","0","0",
"10010_2022_1_170","170","JPY","0","0",
"10200_1034_1_280","280","JPY","0","0",
"10800_1085_1_360","360","JPY","0","0",
"20100_2020_1_230","230","JPY","0","0",
"30500_3055_1_290","290","JPY","0","0",
"30500_3057_1_350","350","JPY","0","0",
"10100_1012_1_280","280","JPY","0","0",
"43900_4232_1_300","300","JPY","0","0",
"10800_1083_1_280","280","JPY","0","0",
"20400_2046_1_220","220","JPY","0","0",
"10200_1026_1_320","320","JPY","0","0",
"220100_2015_1_160","160","JPY","0","0",
"10150_1015_1_310","310","JPY","0","0",
"10200_1027_1_300","300","JPY","0","0",
"11200_1061_1_350","350","JPY","0","0",
"43800_4386_1_180","180","JPY","0","0",
"43600_4362_1_320","320","JPY","0","0",
"10100_1013_1_200","200","JPY","0","0",
"10800_1085_1_220","220","JPY","0","0",
"41200_4261_1_240","240","JPY","0","0",
"30400_3042_1_230","230","JPY","0","0",
"20200_2021_1_220","220","JPY","0","0",
"10200_1029_1_230","230","JPY","0","0",
"43600_42420_1_190","190","JPY","0","0",
"30700_3071_1_180","180","JPY","0","0",
"43800_4386_1_370","370","JPY","0","0",
"20400_2048_1_170","170","JPY","0","0",
"330300_3339_1_240","240","JPY","0","0",
"30700_3072_1_230","230","JPY","0","0",
"43800_4381_1_300","300","JPY","0","0",
"43700_4252_1_410","410","JPY","0","0",
"10800_1089_1_490","490","JPY","0","0",
"10500_1054_1_170","170","JPY","0","0",
"20300_2139_1_180","180","JPY","0","0",
"41200_4201_1_360","360","JPY","0","0",
"30300_3337_1_180","180","JPY","0","0",
"10500_1052_1_240","240","JPY","0","0",
"43700_4252_1_380","380","JPY","0","0",
"20300_2035_1_310","310","JPY","0","0",
"20400_2141_1_360","360","JPY","0","0",
"30600_3064_1_320","320","JPY","0","0",
"42600_4268_1_430","430","JPY","0","0",
"10100_1014_1_210","210","JPY","0","0",
"41200_4264_1_350","350","JPY","0","0",
"30200_3024_1_160","160","JPY","0","0",
"43700_4251_1_410","410","JPY","0","0",
"10500_1053_1_170","170","JPY","0","0",
"30500_3055_1_260","260","JPY","0","0",
"43700_4251_1_380","380","JPY","0","0",
"10700_1077_1_210","210","JPY","0","0",
"10200_1021_1_310","310","JPY","0","0",
"42400_4242_1_330","330","JPY","0","0",
"10400_1041_1_350","350","JPY","0","0",
"30600_3060_1_330","330","JPY","0","0",
"30600_3063_1_500","500","JPY","0","0",
"42400_4241_1_450","450","JPY","0","0",
"10800_1090_1_320","320","JPY","0","0",
"10400_1043_1_310","310","JPY","0","0",
"43800_4072_1_170","170","JPY","0","0",
"30500_3055_1_310","310","JPY","0","0",
"43800_14026_1_300","300","JPY","0","0",
"42000_4204_1_350","350","JPY","0","0",
"42400_4242_1_420","420","JPY","0","0",
"10200_1021_1_260","260","JPY","0","0",
"41200_4202_1_280","280","JPY","0","0",
"20400_2149_1_180","180","JPY","0","0",
"30500_3056_1_200","200","JPY","0","0",
"10100_1014_1_230","230","JPY","0","0",
"10400_1043_1_260","260","JPY","0","0",
"10400_1044_1_200","200","JPY","0","0",
"11200_1062_1_260","260","JPY","0","0",
"20100_2073_1_200","200","JPY","0","0",
"20100_2020_1_190","190","JPY","0","0",
"20400_2246_1_190","190","JPY","0","0",
"20300_2035_1_260","260","JPY","0","0",
"10200_1035_1_170","170","JPY","0","0",
"30600_3059_1_250","250","JPY","0","0",
"10700_1077_1_230","230","JPY","0","0",
"30300_3431_1_220","220","JPY","0","0",
"10400_1046_1_450","450","JPY","0","0",
"20300_2033_1_250","250","JPY","0","0",
"10800_4043_1_250","250","JPY","0","0",
"330500_3058_1_240","240","JPY","0","0",
"30800_3084_1_180","180","JPY","0","0",
"10200_1032_1_220","220","JPY","0","0",
"10400_1042_1_450","450","JPY","0","0",
"42600_4268_1_400","400","JPY","0","0",
"20400_2244_1_360","360","JPY","0","0",
"20300_2131_1_190","190","JPY","0","0",
"43800_4212_1_240","240","JPY","0","0",
"10200_1022_1_370","370","JPY","0","0",
"20300_2133_1_280","280","JPY","0","0",
"10800_4041_1_240","240","JPY","0","0",
"42600_4262_1_280","280","JPY","0","0",
"10200_1029_1_210","210","JPY","0","0",
"30000_3052_1_340","340","JPY","0","0",
"10150_1015_1_260","260","JPY","0","0",
"30700_3072_1_210","210","JPY","0","0",
"10800_4042_1_300","300","JPY","0","0",
"43700_4388_1_200","200","JPY","0","0",
"220100_2015_1_290","290","JPY","0","0",
"43800_4411_1_240","240","JPY","0","0",
"10200_1022_1_180","180","JPY","0","0",
"20400_2245_1_160","160","JPY","0","0",
"20300_2156_1_360","360","JPY","0","0",
"330400_3241_1_170","170","JPY","0","0",
"43900_4025_1_170","170","JPY","0","0",
"10400_1043_1_290","290","JPY","0","0",
"11200_1062_1_290","290","JPY","0","0",
"20400_2044_1_250","250","JPY","0","0",
"20300_2060_1_240","240","JPY","0","0",
"43800_4381_1_350","350","JPY","0","0",
"10200_1021_1_290","290","JPY","0","0",
"20400_2244_1_220","220","JPY","0","0",
"30300_3330_1_180","180","JPY","0","0",
"20300_2056_1_390","390","JPY","0","0",
"10200_1028_1_340","340","JPY","0","0",
"10100_1011_1_320","320","JPY","0","0",
"10200_1032_1_360","360","JPY","0","0",
"30500_3055_1_160","160","JPY","0","0",
"10200_1036_1_200","200","JPY","0","0",
"20400_2246_1_210","210","JPY","0","0",
"20100_2020_1_210","210","JPY","0","0",
"11200_1061_1_300","300","JPY","0","0",
"20300_2156_1_220","220","JPY","0","0",
"20300_2035_1_290","290","JPY","0","0",
"43900_4232_1_350","350","JPY","0","0",
"20300_2135_1_390","390","JPY","0","0",
"20300_2137_1_320","320","JPY","0","0",
"30300_3433_1_160","160","JPY","0","0",
"20300_2058_1_410","410","JPY","0","0",
"20300_2031_1_280","280","JPY","0","0",
"30400_3042_1_190","190","JPY","0","0",
"42600_4262_1_530","530","JPY","0","0",
"42400_4266_1_240","240","JPY","0","0",
"220100_2019_1_170","170","JPY","0","0",
"41200_4264_1_300","300","JPY","0","0",
"42600_4068_1_200","200","JPY","0","0",
"10400_1041_1_300","300","JPY","0","0",
"10200_1029_1_190","190","JPY","0","0",
"43600_42420_1_230","230","JPY","0","0",
"30300_3332_1_200","200","JPY","0","0",
"30300_3032_1_160","160","JPY","0","0",
"10100_1018_1_250","250","JPY","0","0",
"10800_1084_1_440","440","JPY","0","0",
"20300_2131_1_210","210","JPY","0","0",
"330000_3001_1_290","290","JPY","0","0",
"20400_2245_1_310","310","JPY","0","0",
"43800_4381_1_460","460","JPY","0","0",
"30000_3054_1_230","230","JPY","0","0",
"43800_4382_1_200","200","JPY","0","0",
"30300_3233_1_200","200","JPY","0","0",
"220100_2015_1_260","260","JPY","0","0",
"42600_4267_1_470","470","JPY","0","0",
"43900_4392_1_340","340","JPY","0","0",
"43900_4231_1_170","170","JPY","0","0",
"42400_4265_1_380","380","JPY","0","0",
"43800_4382_1_350","350","JPY","0","0",
"10800_4041_1_430","430","JPY","0","0",
"20300_2137_1_160","160","JPY","0","0",
"43900_4391_1_390","390","JPY","0","0",
"10006_2009_1_240","240","JPY","0","0",
"10800_1092_1_200","200","JPY","0","0",
"42400_4265_1_410","410","JPY","0","0",
"30300_3333_1_170","170","JPY","0","0",
"10800_1089_1_280","280","JPY","0","0",
"43800_4411_1_430","430","JPY","0","0",
"30600_3064_1_260","260","JPY","0","0",
"30000_3051_1_380","380","JPY","0","0",
"10010_2022_1_220","220","JPY","0","0",
"20400_2246_1_180","180","JPY","0","0",
"10100_1011_1_160","160","JPY","0","0",
"10200_1028_1_330","330","JPY","0","0",
"42600_4068_1_350","350","JPY","0","0",
"30300_3434_1_240","240","JPY","0","0",
"20100_2020_1_180","180","JPY","0","0",
"20100_2083_1_220","220","JPY","0","0",
"43600_4361_1_390","390","JPY","0","0",
"20400_2149_1_190","190","JPY","0","0",
"10800_1084_1_230","230","JPY","0","0",
"10800_1090_1_260","260","JPY","0","0",
"43800_4212_1_430","430","JPY","0","0",
"42600_4267_1_420","420","JPY","0","0",
"43600_42410_1_290","290","JPY","0","0",
"20300_2034_1_290","290","JPY","0","0",
"30800_3082_1_250","250","JPY","0","0",
"43800_4211_1_290","290","JPY","0","0",
"43900_4232_1_200","200","JPY","0","0",
"42600_4068_1_460","460","JPY","0","0",
"43900_4392_1_330","330","JPY","0","0",
"43800_4072_1_360","360","JPY","0","0",
"10200_1026_1_260","260","JPY","0","0",
"10200_1022_1_190","190","JPY","0","0",
"30600_3131_1_640","640","JPY","0","0",
"43700_4372_1_250","250","JPY","0","0",
"30100_3012_1_290","290","JPY","0","0",
"10200_1027_1_200","200","JPY","0","0",
"41200_4261_1_400","400","JPY","0","0",
"10800_4030_1_290","290","JPY","0","0",
"20300_2135_1_420","420","JPY","0","0",
"20100_2018_1_170","170","JPY","0","0",
"10800_1083_1_490","490","JPY","0","0",
"10100_1013_1_300","300","JPY","0","0",
"10800_4044_1_250","250","JPY","0","0",
"43800_4382_1_460","460","JPY","0","0",
"43600_4362_1_260","260","JPY","0","0",
"10006_2010_1_210","210","JPY","0","0",
"20300_2131_1_180","180","JPY","0","0",
"20400_2141_1_170","170","JPY","0","0",
"43800_4412_1_220","220","JPY","0","0",
"30300_3031_1_190","190","JPY","0","0",
"10200_1034_1_410","410","JPY","0","0",
"20300_2056_1_420","420","JPY","0","0",
"41200_4201_1_170","170","JPY","0","0",
"43800_4381_1_200","200","JPY","0","0",
"10700_1079_1_170","170","JPY","0","0",
"10800_1084_1_270","270","JPY","0","0",
"30800_3084_1_190","190","JPY","0","0",
"10800_1083_1_410","410","JPY","0","0",
"10800_1083_1_380","380","JPY","0","0",
"10500_1053_1_220","220","JPY","0","0",
"20400_2149_1_210","210","JPY","0","0",
"30600_3064_1_290","290","JPY","0","0",
"10100_1012_1_410","410","JPY","0","0",
"20300_2139_1_230","230","JPY","0","0",
"20300_2137_1_310","310","JPY","0","0",
"43800_4072_1_220","220","JPY","0","0",
"30300_3337_1_230","230","JPY","0","0",
"10100_1017_1_250","250","JPY","0","0",
"10500_1054_1_220","220","JPY","0","0",
"20400_2042_1_200","200","JPY","0","0",
"10800_1090_1_290","290","JPY","0","0",
"20300_2034_1_260","260","JPY","0","0",
"43600_42410_1_260","260","JPY","0","0",
"20400_2145_1_260","260","JPY","0","0",
"30600_3059_1_500","500","JPY","0","0",
"42400_4266_1_430","430","JPY","0","0",
"43800_4412_1_360","360","JPY","0","0",
"10100_1011_1_310","310","JPY","0","0",
"10800_1085_1_170","170","JPY","0","0",
"42400_4242_1_470","470","JPY","0","0",
"10800_1086_1_400","400","JPY","0","0",
"43800_4386_1_230","230","JPY","0","0",
"10200_1029_1_370","370","JPY","0","0",
"43700_4252_1_280","280","JPY","0","0",
"10200_1023_1_250","250","JPY","0","0",
"10200_1026_1_290","290","JPY","0","0",
"10006_2010_1_190","190","JPY","0","0",
"43800_4211_1_260","260","JPY","0","0",
