"table_name","field_name","field_value","language","translation"
"stops","stop_name","文化センター入口","ja-Hrkt","ブンカセンターイリグチ"
"stops","stop_name","新保","en","Shimbo"
"stops","stop_name","新保","ja","新保"
"stops","stop_name","新保","ja-Hrkt","シンボウ"
"stops","stop_name","新保北","en","Shimbo-kita"
"stops","stop_name","新保北","ja","新保北"
"stops","stop_name","新保北","ja-Hrkt","シンボウキタ"
"stops","stop_name","新保南","en","Shimbo-minami"
"stops","stop_name","新保南","ja","新保南"
"stops","stop_name","新保南","ja-Hrkt","シンボウミナミ"
"stops","stop_name","新保口","en","Shimbo-guchi"
"stops","stop_name","新保口","ja","新保口"
"stops","stop_name","新保口","ja-Hrkt","シンボウグチ"
"stops","stop_name","新保口下","en","Shimbo-guchi-shimo"
"stops","stop_name","新保口下","ja","新保口下"
"stops","stop_name","新保口下","ja-Hrkt","シンボウグチシモ"
"stops","stop_name","新倉敷駅","en","Shin-Kurashiki Sta."
"stops","stop_name","新倉敷駅","ja","新倉敷駅"
"stops","stop_name","新倉敷駅","ja-Hrkt","シンクラシキエキ"
"stops","stop_name","新倉敷駅北口","en","Shin-Kurashiki Sta. North Gate"
"stops","stop_name","新倉敷駅北口","ja","新倉敷駅北口"
"stops","stop_name","新倉敷駅北口","ja-Hrkt","シンクラシキエキキタグチ"
"stops","stop_name","新屋敷","en","Shin-Yashiki"
"stops","stop_name","新屋敷","ja","新屋敷"
"stops","stop_name","新屋敷","ja-Hrkt","シンヤシキ"
"stops","stop_name","新岡山港","en","Shin-Okayama Port (For Shodoshima)"
"stops","stop_name","新岡山港","ja","新岡山港"
"stops","stop_name","新岡山港","ja-Hrkt","シンオカヤマコウ"
"stops","stop_name","新橋","en","Shimbashi"
"stops","stop_name","新橋","ja","新橋"
"stops","stop_name","新橋","ja-Hrkt","シンバシ"
"stops","stop_name","新田","en","Shinden"
"stops","stop_name","新田","ja","新田"
"stops","stop_name","新田","ja-Hrkt","シンデン"
"stops","stop_name","新町中央","en","Shimmachi-chuo"
"stops","stop_name","新町中央","ja","新町中央"
"stops","stop_name","新町中央","ja-Hrkt","シンマチチュウオウ"
"stops","stop_name","新町北","en","Shimmachi-kita"
"stops","stop_name","新町北","ja","新町北"
"stops","stop_name","新町北","ja-Hrkt","シンマチキタ"
"stops","stop_name","新福・岡山交通本社前","en","Shinpuku/Okayama Koutsu Honsha-mae"
"stops","stop_name","新福・岡山交通本社前","ja","新福・岡山交通本社前"
"stops","stop_name","新福・岡山交通本社前","ja-Hrkt","シンプク・オカヤマコウツウホンシャマエ"
"stops","stop_name","新西大寺町筋","en","Shin-Saidaijicho-suji"
"stops","stop_name","新西大寺町筋","ja","新西大寺町筋"
"stops","stop_name","新西大寺町筋","ja-Hrkt","シンサイダイジチョウスジ"
"stops","stop_name","新道上平井","en","Shindo Kami-hirai"
"stops","stop_name","新道上平井","ja","新道上平井"
"stops","stop_name","新道上平井","ja-Hrkt","シンドウカミヒライ"
"stops","stop_name","新道中畑","en","Shindo Nakabatake"
"stops","stop_name","新道中畑","ja","新道中畑"
"stops","stop_name","新道中畑","ja-Hrkt","シンドウナカバタケ"
"stops","stop_name","新道中畑下","en","Shindo Nakabatake-shimo"
"stops","stop_name","新道中畑下","ja","新道中畑下"
"stops","stop_name","新道中畑下","ja-Hrkt","シンドウナカバタケシモ"
"stops","stop_name","新道元町","en","Shindo Motomachi"
"stops","stop_name","新道元町","ja","新道元町"
"stops","stop_name","新道元町","ja-Hrkt","シンドウモトマチ"
"stops","stop_name","新道江並","en","Shindo Enami"
"stops","stop_name","新道江並","ja","新道江並"
"stops","stop_name","新道江並","ja-Hrkt","シンドウエナミ"
"stops","stop_name","新道江並下","en","Shindo Enami-shimo"
"stops","stop_name","新道江並下","ja","新道江並下"
"stops","stop_name","新道江並下","ja-Hrkt","シンドウエナミシモ"
"stops","stop_name","新道江崎","en","Shindo Ezaki"
"stops","stop_name","新道江崎","ja","新道江崎"
"stops","stop_name","新道江崎","ja-Hrkt","シンドウエザキ"
"stops","stop_name","新道江崎下","en","Shindo Ezaki-shimo"
"stops","stop_name","新道江崎下","ja","新道江崎下"
"stops","stop_name","新道江崎下","ja-Hrkt","シンドウエザキシモ"
"stops","stop_name","新道浜中","en","Shindo Hama-naka"
"stops","stop_name","新道浜中","ja","新道浜中"
"stops","stop_name","新道浜中","ja-Hrkt","シンドウハマナカ"
"stops","stop_name","新野","en","Niino"
"stops","stop_name","新野","ja","新野"
"stops","stop_name","新野","ja-Hrkt","ニイノ"
"stops","stop_name","新開団地前","en","Shinkai Danchi-mae"
"stops","stop_name","新開団地前","ja","新開団地前"
"stops","stop_name","新開団地前","ja-Hrkt","シンカイダンチマエ"
"stops","stop_name","日之出町","en","Hinodecho"
"stops","stop_name","日之出町","ja","日之出町"
"stops","stop_name","日之出町","ja-Hrkt","ヒノデチョウ"
"stops","stop_name","日比","en","Hibi"
"stops","stop_name","日比","ja","日比"
"stops","stop_name","日比","ja-Hrkt","ヒビ"
"stops","stop_name","日比市民センター前","en","Hibi Shimin Center-mae"
"stops","stop_name","日比市民センター前","ja","日比市民センター前"
"stops","stop_name","日比市民センター前","ja-Hrkt","ヒビシミンセンターマエ"
"stops","stop_name","日比製煉所前","en","Hibi Seirensho-mae"
"stops","stop_name","日比製煉所前","ja","日比製煉所前"
"stops","stop_name","日比製煉所前","ja-Hrkt","ヒビセイレンショマエ"
"stops","stop_name","日比製煉西門前","en","Hibi Seiren Nishimon-mae"
"stops","stop_name","日比製煉西門前","ja","日比製煉西門前"
"stops","stop_name","日比製煉西門前","ja-Hrkt","ヒビセイレンニシモンマエ"
"stops","stop_name","日赤病院","en","Nisseki Byoin (Nisseki Hospital insight)"
"stops","stop_name","日赤病院","ja","日赤病院"
"stops","stop_name","日赤病院","ja-Hrkt","ニッセキビョウイン"
"stops","stop_name","日赤病院入口","en","Nisseki Byoin Iriguchi（Japanese Red Cross Okayama Hospital Main Gate）"
"stops","stop_name","日赤病院入口","ja","日赤病院入口"
"stops","stop_name","日赤病院入口","ja-Hrkt","ニッセキビョウインイリグチ"
"stops","stop_name","旭川荘","en","Asahigawasou"
"stops","stop_name","旭川荘","ja","旭川荘"
"stops","stop_name","旭川荘","ja-Hrkt","アサヒガワソウ"
"stops","stop_name","ひらた旭川荘","en","Hirata Asahigawasou"
"stops","stop_name","ひらた旭川荘","ja","ひらた旭川荘"
"stops","stop_name","ひらた旭川荘","ja-Hrkt","ヒラタアサヒガワソウ"
"stops","stop_name","旭川荘北","en","Asahigawasou-kita"
"stops","stop_name","旭川荘北","ja","旭川荘北"
"stops","stop_name","旭川荘北","ja-Hrkt","アサヒガワソウキタ"
"stops","stop_name","旭川荘吉井川キャンパス前","en","Asahigawasou Yoshiigawa Campus-mae"
"stops","stop_name","旭川荘吉井川キャンパス前","ja","旭川荘吉井川キャンパス前"
"stops","stop_name","旭川荘吉井川キャンパス前","ja-Hrkt","アサヒガワソウヨシイガワキャンパスマエ"
"stops","stop_name","旭川荘吉井川キャンパス正門前","en","Asahigawasou Yoshiigawa Campus Seimon-mae"
"stops","stop_name","旭川荘吉井川キャンパス正門前","ja","旭川荘吉井川キャンパス正門前"
"stops","stop_name","旭川荘吉井川キャンパス正門前","ja-Hrkt","アサヒガワソウヨシイガワキャンパスセイモンマエ"
"stops","stop_name","旭東病院前","en","Kyokuto Byoin-mae (Kyokuto Hospital main gate)"
"stops","stop_name","旭東病院前","ja","旭東病院前"
"stops","stop_name","旭東病院前","ja-Hrkt","キョクトウビョウインマエ"
"stops","stop_name","旭橋通り","en","Asahibashi-dori"
"stops","stop_name","旭橋通り","ja","旭橋通り"
"stops","stop_name","旭橋通り","ja-Hrkt","アサヒバシドオリ"
"stops","stop_name","旭町北","en","Asahimachi-kita"
"stops","stop_name","旭町北","ja","旭町北"
"stops","stop_name","旭町北","ja-Hrkt","アサヒマチキタ"
"stops","stop_name","明神前","en","Myojinmae"
"stops","stop_name","明神前","ja","明神前"
"stops","stop_name","明神前","ja-Hrkt","ミョウジンマエ"
"stops","stop_name","明神町","en","Myojincho"
"stops","stop_name","明神町","ja","明神町"
"stops","stop_name","明神町","ja-Hrkt","ミョウジンチョウ"
"stops","stop_name","明誠学院前","en","Meiseigakuin-mae"
"stops","stop_name","明誠学院前","ja","明誠学院前"
"stops","stop_name","明誠学院前","ja-Hrkt","メイセイガクインマエ"
"stops","stop_name","昭和町","en","Showamachi"
"stops","stop_name","昭和町","ja","昭和町"
"stops","stop_name","昭和町","ja-Hrkt","ショウワマチ"
"stops","stop_name","昭和被服総業前","en","Showahifukusogyo-mae"
"stops","stop_name","昭和被服総業前","ja","昭和被服総業前"
"stops","stop_name","昭和被服総業前","ja-Hrkt","ショウワヒフクソウギョウマエ"
"stops","stop_name","暮石","en","Kureishi"
"stops","stop_name","暮石","ja","暮石"
"stops","stop_name","暮石","ja-Hrkt","クレイシ"
"stops","stop_name","暮石北","en","Kureishi-kita"
"stops","stop_name","暮石北","ja","暮石北"
"stops","stop_name","暮石北","ja-Hrkt","クレイシキタ"
"stops","stop_name","曹源寺","en","Sogenji（Sogenji Temple）"
"stops","stop_name","曹源寺","ja","曹源寺"
"stops","stop_name","曹源寺","ja-Hrkt","ソウゲンジ"
"stops","stop_name","朝日塾小学校前","en","Asahijuku Shogakko-mae"
"stops","stop_name","朝日塾小学校前","ja","朝日塾小学校前"
"stops","stop_name","朝日塾小学校前","ja-Hrkt","アサヒジュクショウガッコウマエ"
"stops","stop_name","朝日高前","en","Asahiko-mae"
"stops","stop_name","朝日高前","ja","朝日高前"
"stops","stop_name","朝日高前","ja-Hrkt","アサヒコウマエ"
"stops","stop_name","木材市場入口","en","Mokuzai Ichiba Iriguchi"
"stops","stop_name","木材市場入口","ja","木材市場入口"
"stops","stop_name","木材市場入口","ja-Hrkt","モクザイイチバイリグチ"
"stops","stop_name","木材市場前","en","Mokuzai Ichiba-mae"
"stops","stop_name","木材市場前","ja","木材市場前"
"stops","stop_name","木材市場前","ja-Hrkt","モクザイイチバマエ"
"stops","stop_name","本庄南","en","Honjo-minami"
"stops","stop_name","本庄南","ja","本庄南"
"stops","stop_name","本庄南","ja-Hrkt","ホンジョウミナミ"
"stops","stop_name","本村","en","Honmura"
"stops","stop_name","本村","ja","本村"
"stops","stop_name","本村","ja-Hrkt","ホンムラ"
"stops","stop_name","本蓮寺下","en","Honrenji-shita"
"stops","stop_name","本蓮寺下","ja","本蓮寺下"
"stops","stop_name","本蓮寺下","ja-Hrkt","ホンレンジシタ"
"stops","stop_name","杜の街","en","Morinomachi"
"stops","stop_name","杜の街","ja","杜の街"
"stops","stop_name","杜の街","ja-Hrkt","モリノマチ"
"stops","stop_name","東中央町","en","Higashi Chuocho"
"stops","stop_name","東中央町","ja","東中央町"
"stops","stop_name","東中央町","ja-Hrkt","ヒガシチュウオウチョウ"
"stops","stop_name","東区役所前","en","Higashi Kuyakusho（Higashi Ward Office)"
"stops","stop_name","東区役所前","ja","東区役所前"
"stops","stop_name","東区役所前","ja-Hrkt","ヒガシクヤクショマエ"
"stops","stop_name","東原口","en","Higashi Haraguchi"
"stops","stop_name","東原口","ja","東原口"
"stops","stop_name","東原口","ja-Hrkt","ヒガシハラグチ"
"stops","stop_name","東古松二丁目","en","Higashi Furumatsu 2-chome"
"stops","stop_name","東古松二丁目","ja","東古松二丁目"
"stops","stop_name","東古松二丁目","ja-Hrkt","ヒガシフルマツニチョウメ"
"stops","stop_name","東古松南町","en","Higashi Furumatsu Minamimachi"
"stops","stop_name","東古松南町","ja","東古松南町"
"stops","stop_name","東古松南町","ja-Hrkt","ヒガシフルマツミナミマチ"
"stops","stop_name","東古松四丁目","en","Higashi Furumatsu 4-chome"
"stops","stop_name","東古松四丁目","ja","東古松四丁目"
"stops","stop_name","東古松四丁目","ja-Hrkt","ヒガシフルマツヨンチョウメ"
"stops","stop_name","東宝伝","en","Higashi-Hoden"
"stops","stop_name","東宝伝","ja","東宝伝"
"stops","stop_name","東宝伝","ja-Hrkt","ヒガシホウデン"
"stops","stop_name","東富井","en","Higashitomii"
"stops","stop_name","東富井","ja","東富井"
"stops","stop_name","東富井","ja-Hrkt","ヒガシトミイ"
"stops","stop_name","東小高地","en","Higashikokochi"
"stops","stop_name","東小高地","ja","東小高地"
"stops","stop_name","東小高地","ja-Hrkt","ヒガシココウチ"
"stops","stop_name","東山","en","Higashiyama"
"stops","stop_name","東山","ja","東山"
"stops","stop_name","東山","ja-Hrkt","ヒガシヤマ"
"stops","stop_name","東山カントリー","en","Higashiyama Country"
"stops","stop_name","東山カントリー","ja","東山カントリー"
"stops","stop_name","東山カントリー","ja-Hrkt","ヒガシヤマカントリー"
"stops","stop_name","東山一丁目","en","Higashiyama 1-chome"
"stops","stop_name","東山一丁目","ja","東山一丁目"
"stops","stop_name","東山一丁目","ja-Hrkt","ヒガシヤマイッチョウメ"
"stops","stop_name","東山峠","en","Higashiyama-toge"
"stops","stop_name","東山峠","ja","東山峠"
"stops","stop_name","東山峠","ja-Hrkt","ヒガシヤマトウゲ"
"stops","stop_name","東山電停前","en","Higashiyama Dentei-mae（Higashiyama Sta.）"
"stops","stop_name","東山電停前","ja","東山電停前"
"stops","stop_name","東山電停前","ja-Hrkt","ヒガシヤマデンテイマエ"
"stops","stop_name","東島田町","en","Higashi Shimada-cho"
"stops","stop_name","東島田町","ja","東島田町"
"stops","stop_name","東島田町","ja-Hrkt","ヒガシシマダチョウ"
"stops","stop_name","東川原","en","Higashi Gawara"
"stops","stop_name","東川原","ja","東川原"
"stops","stop_name","東川原","ja-Hrkt","ヒガシガワラ"
"stops","stop_name","東川町","en","Higashigawacho"
"stops","stop_name","東川町","ja","東川町"
"stops","stop_name","東川町","ja-Hrkt","ヒガシガワチョウ"
"stops","stop_name","東田井地","en","Higashitaiji"
"stops","stop_name","東田井地","ja","東田井地"
"stops","stop_name","東田井地","ja-Hrkt","ヒガシタイジ"
"stops","stop_name","東紅陽台","en","Higashikoyodai"
"stops","stop_name","東紅陽台","ja","東紅陽台"
"stops","stop_name","東紅陽台","ja-Hrkt","ヒガシコウヨウダイ"
"stops","stop_name","東花尻","en","Higashi Hanajiri"
"stops","stop_name","東花尻","ja","東花尻"
"stops","stop_name","東花尻","ja-Hrkt","ヒガシハナジリ"
"stops","stop_name","東谷","en","Higashitani"
"stops","stop_name","東谷","ja","東谷"
"stops","stop_name","東谷","ja-Hrkt","ヒガシタニ"
"stops","stop_name","東郡","en","Higashigori"
"stops","stop_name","東郡","ja","東郡"
"stops","stop_name","東郡","ja-Hrkt","ヒガシゴオリ"
"stops","stop_name","東部クリーンセンター前","en","Tobu Clean Center-mae"
"stops","stop_name","東部クリーンセンター前","ja","東部クリーンセンター前"
"stops","stop_name","東部クリーンセンター前","ja-Hrkt","トウブクリーンセンターマエ"
"stops","stop_name","東高前","en","Higashiko-mae"
"stops","stop_name","東高前","ja","東高前"
"stops","stop_name","東高前","ja-Hrkt","ヒガシコウマエ"
"stops","stop_name","東高地","en","Higashikochi"
"stops","stop_name","東高地","ja","東高地"
"stops","stop_name","東高地","ja-Hrkt","ヒガシコウチ"
"stops","stop_name","東高地南","en","Higashikochi-minami"
"stops","stop_name","東高地南","ja","東高地南"
"stops","stop_name","東高地南","ja-Hrkt","ヒガシコウチミナミ"
"stops","stop_name","東高崎","en","Higashitakasaki"
"stops","stop_name","東高崎","ja","東高崎"
"stops","stop_name","東高崎","ja-Hrkt","ヒガシタカサキ"
"stops","stop_name","松島北ノ口","en","Matsushima Kitanokuchi"
"stops","stop_name","松島北ノ口","ja","松島北ノ口"
"stops","stop_name","松島北ノ口","ja-Hrkt","マツシマキタノクチ"
"stops","stop_name","松島西ノ口","en","Matsushima Nishinokuchi"
"stops","stop_name","松島西ノ口","ja","松島西ノ口"
"stops","stop_name","松島西ノ口","ja-Hrkt","マツシマニシノクチ"
"stops","stop_name","松崎","en","Matsuzaki"
"stops","stop_name","松崎","ja","松崎"
"stops","stop_name","松崎","ja-Hrkt","マツザキ"
"stops","stop_name","松浜町","en","Matsuhamacho"
"stops","stop_name","松浜町","ja","松浜町"
"stops","stop_name","松浜町","ja-Hrkt","マツハマチョウ"
"stops","stop_name","柳川","en","Yanagawa"
"stops","stop_name","柳川","ja","柳川"
"stops","stop_name","柳川","ja-Hrkt","ヤナガワ"
"stops","stop_name","柳川西","en","Yanagawa-nishi"
"stops","stop_name","柳川西","ja","柳川西"
"stops","stop_name","柳川西","ja-Hrkt","ヤナガワニシ"
"stops","stop_name","柳町一丁目","en","Yanagimachi 1-chome"
"stops","stop_name","柳町一丁目","ja","柳町一丁目"
"stops","stop_name","柳町一丁目","ja-Hrkt","ヤナギマチイッチョウメ"
"stops","stop_name","栄橋","en","Sakaebashi"
"stops","stop_name","栄橋","ja","栄橋"
"stops","stop_name","栄橋","ja-Hrkt","サカエバシ"
"stops","stop_name","栄町","en","Sakaecho"
"stops","stop_name","栄町","ja","栄町"
"stops","stop_name","栄町","ja-Hrkt","サカエチョウ"
"stops","stop_name","栄駅北","en","Sakae Eki-kita"
"stops","stop_name","栄駅北","ja","栄駅北"
"stops","stop_name","栄駅北","ja-Hrkt","サカエエキキタ"
"stops","stop_name","栢谷口","en","Kaidani-guchi"
"stops","stop_name","栢谷口","ja","栢谷口"
"stops","stop_name","栢谷口","ja-Hrkt","カイダニグチ"
"stops","stop_name","桑野","en","Kuwano"
"stops","stop_name","桑野","ja","桑野"
"stops","stop_name","桑野","ja-Hrkt","クワノ"
"stops","stop_name","桑野営業所","en","Kuwano Eigyosho"
"stops","stop_name","桑野営業所","ja","桑野営業所"
"stops","stop_name","桑野営業所","ja-Hrkt","クワノエイギョウショ"
"stops","stop_name","桑野東","en","Kuwano-higashi"
"stops","stop_name","桑野東","ja","桑野東"
"stops","stop_name","桑野東","ja-Hrkt","クワノヒガシ"
"stops","stop_name","桜ヶ丘","en","Sakuragaoka"
"stops","stop_name","桜ヶ丘","ja","桜ヶ丘"
"stops","stop_name","桜ヶ丘","ja-Hrkt","サクラガオカ"
"stops","stop_name","桜橋","en","Sakurabashi"
"stops","stop_name","桜橋","ja","桜橋"
"stops","stop_name","桜橋","ja-Hrkt","サクラバシ"
"stops","stop_name","梅木橋","en","Umekibashi"
"stops","stop_name","梅木橋","ja","梅木橋"
"stops","stop_name","梅木橋","ja-Hrkt","ウメキバシ"
"stops","stop_name","梶岡","en","Kajioka"
"stops","stop_name","梶岡","ja","梶岡"
"stops","stop_name","梶岡","ja-Hrkt","カジオカ"
"stops","stop_name","植物園前","en","Shokubutsuen-mae"
"stops","stop_name","植物園前","ja","植物園前"
"stops","stop_name","植物園前","ja-Hrkt","ショクブツエンマエ"
"stops","stop_name","植物園口","en","Shokubutsuen-guchi"
"stops","stop_name","植物園口","ja","植物園口"
"stops","stop_name","植物園口","ja-Hrkt","ショクブツエングチ"
"stops","stop_name","榊原病院前","en","Sakakibara Byoin-mae (Sakakibara Hospital)"
"stops","stop_name","榊原病院前","ja","榊原病院前"
"stops","stop_name","榊原病院前","ja-Hrkt","サカキバラビョウインマエ"
"stops","stop_name","槌ヶ原","en","Tsuchigahara"
"stops","stop_name","槌ヶ原","ja","槌ヶ原"
"stops","stop_name","槌ヶ原","ja-Hrkt","ツチガハラ"
"stops","stop_name","横井小学校前","en","Yokoi Shogakko-mae"
"stops","stop_name","横井小学校前","ja","横井小学校前"
"stops","stop_name","横井小学校前","ja-Hrkt","ヨコイショウガッコウマエ"
"stops","stop_name","横尾入口","en","Yoko Iriguchi"
"stops","stop_name","横尾入口","ja","横尾入口"
"stops","stop_name","横尾入口","ja-Hrkt","ヨコオイリグチ"
"stops","stop_name","横田","en","Yokota"
"stops","stop_name","横田","ja","横田"
"stops","stop_name","横田","ja-Hrkt","ヨコタ"
"stops","stop_name","横田口","en","Yokotaguchi"
"stops","stop_name","横田口","ja","横田口"
"stops","stop_name","横田口","ja-Hrkt","ヨコタグチ"
"stops","stop_name","樶東町一丁目","en","Sai Higashimachi 1-chome"
"stops","stop_name","樶東町一丁目","ja","樶東町一丁目"
"stops","stop_name","樶東町一丁目","ja-Hrkt","サイヒガシマチイッチョウメ"
"stops","stop_name","あけぼの橋","en","Akebonobashi"
"stops","stop_name","あけぼの橋","ja","あけぼの橋"
"stops","stop_name","あけぼの橋","ja-Hrkt","アケボノバシ"
"stops","stop_name","機動隊前","en","Kidotai-mae"
"stops","stop_name","機動隊前","ja","機動隊前"
"stops","stop_name","機動隊前","ja-Hrkt","キドウタイマエ"
"stops","stop_name","機工センター","en","Kiko Center"
"stops","stop_name","機工センター","ja","機工センター"
"stops","stop_name","機工センター","ja-Hrkt","キコウセンター"
"stops","stop_name","機工センター口","en","Kiko Center-guchi"
"stops","stop_name","機工センター口","ja","機工センター口"
"stops","stop_name","機工センター口","ja-Hrkt","キコウセンターグチ"
"stops","stop_name","クラレ正門前","en","KURARAY Seimon-mae"
"stops","stop_name","クラレ正門前","ja","クラレ正門前"
"stops","stop_name","クラレ正門前","ja-Hrkt","クラレセイモンマエ"
"stops","stop_name","ＪＦＥ正門前","en","JFE Seimon-mae(JFE Main Gate)"
"stops","stop_name","ＪＦＥ正門前","ja","ＪＦＥ正門前"
"stops","stop_name","ＪＦＥ正門前","ja-Hrkt","ジェイエフイーセイモンマエ"
"stops","stop_name","武道館前","en","Budokan-mae"
"stops","stop_name","武道館前","ja","武道館前"
"stops","stop_name","武道館前","ja-Hrkt","ブドウカンマエ"
"stops","stop_name","武道館口","en","Budokan-guchi"
"stops","stop_name","武道館口","ja","武道館口"
"stops","stop_name","武道館口","ja-Hrkt","ブドウカングチ"
"stops","stop_name","水島協同病院前","en","Mizushima Kyodo Byoin-mae（Mizushima Kyodo Hospital）"
"stops","stop_name","水島協同病院前","ja","水島協同病院前"
"stops","stop_name","水島協同病院前","ja-Hrkt","ミズシマキョウドウビョウインマエ"
"stops","stop_name","水島学校前","en","Mizushima Gakko-mae"
"stops","stop_name","水島学校前","ja","水島学校前"
"stops","stop_name","水島学校前","ja-Hrkt","ミズシマガッコウマエ"
"stops","stop_name","水島第一病院前","en","Mizushima Daiichi Byoin-mae(Mizushima Daiichi Hospital)"
"stops","stop_name","水島第一病院前","ja","水島第一病院前"
"stops","stop_name","水島第一病院前","ja-Hrkt","ミズシマダイイチビョウインマエ"
"stops","stop_name","水島郵便局前","en","Mizushima Yubinkyoku-mae"
"stops","stop_name","水島郵便局前","ja","水島郵便局前"
"stops","stop_name","水島郵便局前","ja-Hrkt","ミズシマユウビンキョクマエ"
"stops","stop_name","水江","en","Mizue"
"stops","stop_name","水江","ja","水江"
"stops","stop_name","水江","ja-Hrkt","ミズエ"
"stops","stop_name","水江口","en","Mizueguchi"
"stops","stop_name","水江口","ja","水江口"
"stops","stop_name","水江口","ja-Hrkt","ミズエグチ"
"stops","stop_name","水源池","en","Suigenchi"
"stops","stop_name","水源池","ja","水源池"
"stops","stop_name","水源池","ja-Hrkt","スイゲンチ"
"stops","stop_name","水道局前","en","Suidokyoku-mae"
"stops","stop_name","水道局前","ja","水道局前"
"stops","stop_name","水道局前","ja-Hrkt","スイドウキョクマエ"
"stops","stop_name","水門亀岩","en","Suimonkameiwa"
"stops","stop_name","水門亀岩","ja","水門亀岩"
"stops","stop_name","水門亀岩","ja-Hrkt","スイモンカメイワ"
"stops","stop_name","水門入口","en","Suimon Iriguchi"
"stops","stop_name","水門入口","ja","水門入口"
"stops","stop_name","水門入口","ja-Hrkt","スイモンイリグチ"
"stops","stop_name","水門川東","en","Suimonkawahigashi"
"stops","stop_name","水門川東","ja","水門川東"
"stops","stop_name","水門川東","ja-Hrkt","スイモンカワヒガシ"
"stops","stop_name","水門掛座","en","Suimonkakeza"
"stops","stop_name","水門掛座","ja","水門掛座"
"stops","stop_name","水門掛座","ja-Hrkt","スイモンカケザ"
"stops","stop_name","永井","en","Nagai"
"stops","stop_name","永井","ja","永井"
"stops","stop_name","永井","ja-Hrkt","ナガイ"
"stops","stop_name","永井上","en","Nagai-kami"
"stops","stop_name","永井上","ja","永井上"
"stops","stop_name","永井上","ja-Hrkt","ナガイカミ"
"stops","stop_name","永井中","en","Nagai-naka"
"stops","stop_name","永井中","ja","永井中"
"stops","stop_name","永井中","ja-Hrkt","ナガイナカ"
"stops","stop_name","汗入","en","Aseiri"
"stops","stop_name","汗入","ja","汗入"
"stops","stop_name","汗入","ja-Hrkt","アセイリ"
"stops","stop_name","江崎","en","Ezaki"
"stops","stop_name","江崎","ja","江崎"
"stops","stop_name","江崎","ja-Hrkt","エザキ"
"stops","stop_name","江長","en","Enaga"
"stops","stop_name","江長","ja","江長"
"stops","stop_name","江長","ja-Hrkt","エナガ"
"stops","stop_name","江長中","en","Enaga-naka"
"stops","stop_name","江長中","ja","江長中"
"stops","stop_name","江長中","ja-Hrkt","エナガナカ"
"stops","stop_name","江長十字路","en","Enaga Jujiro"
"stops","stop_name","江長十字路","ja","江長十字路"
"stops","stop_name","江長十字路","ja-Hrkt","エナガジュウジロ"
"stops","stop_name","江長沖","en","Enaga-oki"
"stops","stop_name","江長沖","ja","江長沖"
"stops","stop_name","江長沖","ja-Hrkt","エナガオキ"
"stops","stop_name","池の内","en","Ikenouchi"
"stops","stop_name","池の内","ja","池の内"
"stops","stop_name","池の内","ja-Hrkt","イケノウチ"
"stops","stop_name","池の内東","en","Ikenouchi-higashi"
"stops","stop_name","池の内東","ja","池の内東"
"stops","stop_name","池の内東","ja-Hrkt","イケノウチヒガシ"
"stops","stop_name","沖","en","Oki"
"stops","stop_name","沖","ja","沖"
"stops","stop_name","沖","ja-Hrkt","オキ"
"stops","stop_name","沖元","en","Okimoto"
"stops","stop_name","沖元","ja","沖元"
"stops","stop_name","沖元","ja-Hrkt","オキモト"
"stops","stop_name","沖元西","en","Okimoto-nishi"
"stops","stop_name","沖元西","ja","沖元西"
"stops","stop_name","沖元西","ja-Hrkt","オキモトニシ"
"stops","stop_name","沖新町","en","Okishinmachi"
"stops","stop_name","沖新町","ja","沖新町"
"stops","stop_name","沖新町","ja-Hrkt","オキシンマチ"
"stops","stop_name","沖浜入口","en","Okihama Iriguchi"
"stops","stop_name","沖浜入口","ja","沖浜入口"
"stops","stop_name","沖浜入口","ja-Hrkt","オキハマイリグチ"
"stops","stop_name","沖田","en","Okita"
"stops","stop_name","沖田","ja","沖田"
"stops","stop_name","沖田","ja-Hrkt","オキタ"
"stops","stop_name","河田病院前","en","Kawada byoin-mae (Kawada Hospital)"
"stops","stop_name","河田病院前","ja","河田病院前"
"stops","stop_name","河田病院前","ja-Hrkt","カワダビョウインマエ"
"stops","stop_name","ケアハウスあいの泉前","en","Care House Ainoizumi-mae"
"stops","stop_name","ケアハウスあいの泉前","ja","ケアハウスあいの泉前"
"stops","stop_name","ケアハウスあいの泉前","ja-Hrkt","ケアハウスアイノイズミマエ"
"stops","stop_name","泉田北","en","Izumida-kita"
"stops","stop_name","泉田北","ja","泉田北"
"stops","stop_name","泉田北","ja-Hrkt","イズミダキタ"
"stops","stop_name","泉田口","en","Izumidaguchi"
"stops","stop_name","泉田口","ja","泉田口"
"stops","stop_name","泉田口","ja-Hrkt","イズミダグチ"
"stops","stop_name","泉田西","en","Izumida-nishi"
"stops","stop_name","泉田西","ja","泉田西"
"stops","stop_name","泉田西","ja-Hrkt","イズミダニシ"
"stops","stop_name","法界院参道口","en","Hokaiin Sando-guchi"
"stops","stop_name","法界院参道口","ja","法界院参道口"
"stops","stop_name","法界院参道口","ja-Hrkt","ホウカイインサンドウグチ"
"stops","stop_name","法界院駅前","en","Hokaiin-Ekimae"
"stops","stop_name","法界院駅前","ja","法界院駅前"
"stops","stop_name","法界院駅前","ja-Hrkt","ホウカイインエキマエ"
"stops","stop_name","津島南","en","Tsushima Minami"
